,IdR,NombreR,ApellidoR,FechaNacR,EdadR,GeneroR,TelefonoR
1362,R00001363,Kelly,Delgado,1975-12-15,46,Femenino,0985614777
1363,R00001364,Sergio,Monroy,1991-03-12,31,Masculino,0988714554
1364,R00001365,Alonso,Becerra,1991-12-26,30,Masculino,0981346489
1365,R00001366,Lorena,Villamil,1989-10-12,33,Femenino,0981977271
1366,R00001367,Roberto,García,1984-12-19,37,Masculino,0988695447
1367,R00001368,Rocío,Martínez,1989-03-16,33,Femenino,0984679857
1368,R00001369,Jesús,Parada,1982-10-23,40,Masculino,0989879663
1369,R00001370,Ángela,López,1980-11-19,42,Femenino,0986194156
1370,R00001371,Carlos,Muñoz,1974-12-21,47,Masculino,0986124558
1371,R00001372,Ana,Franco,1975-09-23,47,Femenino,0980269325
1372,R00001373,Carmen,Cardona,1991-09-29,31,Femenino,0988996672
1373,R00001374,Edwin,Arévalo,1985-12-11,36,Masculino,0985617687
1374,R00001375,María,Valencia,1988-04-16,34,Femenino,0980683670
1375,R00001376,José,Hernández,1986-07-20,36,Masculino,0986805752
1376,R00001377,Juan,Muñoz,1987-06-30,35,Masculino,0980591961
1377,R00001378,Katherine,Becerra,1996-06-26,26,Femenino,0988427357
1378,R00001379,Juan,Arango,1974-06-14,48,Masculino,0989845999
1379,R00001380,Mary,Peña,1995-01-04,27,Femenino,0981267617
1380,R00001381,Juan,Díaz,1982-04-15,40,Masculino,0982956545
1381,R00001382,María,Montoya,1975-11-29,47,Femenino,0985706649
1382,R00001383,Carmenza,Mejía,1974-10-02,48,Femenino,0986345876
1383,R00001384,Jhon,Álvarez,1976-01-19,46,Masculino,0983436153
1384,R00001385,Nelly,Castañeda,1985-03-24,37,Femenino,0988138856
1385,R00001386,Lucy,Correa,1988-05-01,34,Femenino,0981229775
1386,R00001387,Emilia,Vélez,1983-12-21,38,Femenino,0981436066
1387,R00001388,Fernando,Cano,1978-06-25,44,Masculino,0986594529
1388,R00001389,Kelly,Ortega,1992-10-28,30,Femenino,0986958696
1389,R00001390,Sergio,León,1997-03-01,25,Masculino,0984942447
1390,R00001391,Mabel,Martínez,1990-10-13,32,Femenino,0986421616
1391,R00001392,Ángela,Morales,1981-09-14,41,Femenino,0980457852
1392,R00001393,Fernando,Vélez,1988-11-28,34,Masculino,0986705467
1393,R00001394,Ángela,Ramírez,1973-05-28,49,Femenino,0989755221
1394,R00001395,David,Vega,1982-07-16,40,Masculino,0985612963
1395,R00001396,Jhon,García,1982-09-17,40,Masculino,0985736030
1396,R00001397,Alexander,Pérez,1982-05-14,40,Masculino,0983718936
1397,R00001398,Eduardo,Cifuentes,1997-02-13,25,Masculino,0984232723
1398,R00001399,Sofía,Jiménez,1984-03-18,38,Femenino,0983315465
1399,R00001400,Javier,Estrada,1990-12-18,31,Masculino,0983176971
1400,R00001401,Santiago,Guzmán,1997-11-09,25,Masculino,0984502661
1401,R00001402,Jeisson,Rodríguez,1983-02-23,39,Masculino,0984368335
1402,R00001403,Linda,Rangel,1990-06-29,32,Femenino,0986164759
1403,R00001404,Orlando,Salas,1993-03-02,29,Masculino,0980792347
1404,R00001405,Segundo,Alvarado,1984-01-17,38,Masculino,0984344121
1405,R00001406,Ramón,Montenegro,1979-11-25,43,Masculino,0986282389
1406,R00001407,Yolima,Gutiérrez,1986-04-04,36,Femenino,0985335893
1407,R00001408,Andrés,Reyes,1978-09-04,44,Masculino,0989642556
1408,R00001409,Omar,Santos,1989-08-05,33,Masculino,0985874224
1409,R00001410,María,Aguirre,1988-08-30,34,Femenino,0983674687
1410,R00001411,Joan,Velásquez,1988-12-17,33,Masculino,0981209078
1411,R00001412,Karen,Loaiza,1991-08-01,31,Femenino,0984133278
1412,R00001413,Daniel,Jiménez,1992-01-03,30,Masculino,0985118147
1413,R00001414,Alexander,Fonseca,1990-06-19,32,Masculino,0981252632
1414,R00001415,Miguel,Gutiérrez,1995-12-07,26,Masculino,0984978797
1415,R00001416,Edgar,Sarmiento,1994-01-14,28,Masculino,0981832928
1416,R00001417,Fabiola,Tamayo,1975-09-07,47,Femenino,0982959629
1417,R00001418,Miguel,Galvis,1991-01-18,31,Masculino,0984928396
1418,R00001419,Nancy,Torres,1986-02-05,36,Femenino,0987122119
1419,R00001420,Eduardo,Cruz,1983-01-25,39,Masculino,0988608756
1420,R00001421,Ángel,Pérez,1987-06-03,35,Masculino,0981984021
1421,R00001422,Carolina,Serna,1991-03-26,31,Femenino,0981685481
1422,R00001423,Jessica,Fajardo,1982-01-25,40,Femenino,0985513387
1423,R00001424,Andrés,Caicedo,1984-05-07,38,Masculino,0981486774
1424,R00001425,Marina,Ariza,1974-08-03,48,Femenino,0987115691
1425,R00001426,Alfonso,Portilla,1977-09-07,45,Masculino,0980317974
1426,R00001427,Susana,Marín,1973-12-20,48,Femenino,0980707152
1427,R00001428,Inés,Mercado,1975-07-24,47,Femenino,0984362766
1428,R00001429,Sofía,Burgos,1983-05-27,39,Femenino,0984338655
1429,R00001430,Juan,González,1983-02-08,39,Masculino,0980288470
1430,R00001431,José,Quintero,1995-05-19,27,Masculino,0988178179
1431,R00001432,Manuela,Beltrán,1973-09-04,49,Femenino,0981998575
1432,R00001433,Adriana,Aguirre,1982-04-04,40,Femenino,0981848178
1433,R00001434,Dolly,Lara,1989-05-29,33,Femenino,0983989758
1434,R00001435,Viviana,Vargas,1982-06-28,40,Femenino,0981385153
1435,R00001436,Inés,Hernández,1977-05-11,45,Femenino,0985296379
1436,R00001437,Wilson,Martínez,1995-12-06,26,Masculino,0987604435
1437,R00001438,Fernanda,Reyes,1980-02-14,42,Femenino,0981729166
1438,R00001439,Alberto,Díaz,1989-06-10,33,Masculino,0984901868
1439,R00001440,Rafael,Martínez,1978-12-01,44,Masculino,0988611249
1440,R00001441,Jhon,Pérez,1992-05-29,30,Masculino,0988125876
1441,R00001442,Dolly,Rodríguez,1992-12-18,29,Femenino,0983784219
1442,R00001443,Leonardo,Obando,1981-03-05,41,Masculino,0980497455
1443,R00001444,Alejandro,Torres,1996-08-10,26,Masculino,0984235049
1444,R00001445,Nelson,Hoyos,1997-04-25,25,Masculino,0988342645
1445,R00001446,Fernando,García,1987-05-29,35,Masculino,0989942058
1446,R00001447,María,Zambrano,1988-05-12,34,Femenino,0986645271
1447,R00001448,Omar,Salamanca,1996-01-06,26,Masculino,0984315437
1448,R00001449,Lina,Jiménez,1988-01-11,34,Femenino,0983882079
1449,R00001450,Guillermo,Fernández,1977-11-18,45,Masculino,0980872668
1450,R00001451,Sergio,González,1973-04-06,49,Masculino,0985882238
1451,R00001452,Humberto,Correa,1976-03-26,46,Masculino,0981334764
1452,R00001453,Gabriel,Alzate,1989-03-28,33,Masculino,0989374789
1453,R00001454,Fernanda,Navarro,1986-12-31,35,Femenino,0983543335
1454,R00001455,Pablo,González,1986-04-22,36,Masculino,0989683455
1455,R00001456,Luz,Salcedo,1983-09-07,39,Femenino,0983948396
1456,R00001457,Adrián,Díaz,1984-11-09,38,Masculino,0982921671
1457,R00001458,Ángela,González,1973-06-16,49,Femenino,0983472743
1458,R00001459,Felipe,Franco,1982-07-30,40,Masculino,0981272584
1459,R00001460,Fernando,Mora,1973-06-06,49,Masculino,0989836414
1460,R00001461,Graciela,Valderrama,1990-02-12,32,Femenino,0981606284
1461,R00001462,Jhon,Giraldo,1976-08-29,46,Masculino,0986667259
1462,R00001463,Liliana,Díaz,1992-03-26,30,Femenino,0987983315
1463,R00001464,Alfonso,Méndez,1995-03-24,27,Masculino,0980682013
1464,R00001465,Dario,González,1973-11-23,49,Masculino,0984186844
1465,R00001466,Iván,Quintero,1974-05-19,48,Masculino,0985797954
1466,R00001467,Brayan,Romero,1981-11-10,41,Masculino,0985925190
1467,R00001468,Maicol,Triana,1995-10-17,27,Masculino,0987453468
1468,R00001469,Miguel,Franco,1987-08-10,35,Masculino,0984506178
1469,R00001470,Patricia,Romero,1997-03-03,25,Femenino,0981479766
1470,R00001471,Fernanda,Serrano,1993-03-10,29,Femenino,0988565944
1471,R00001472,Juan,Gómez,1995-03-07,27,Masculino,0981575185
1472,R00001473,Vilma,Cruz,1978-09-19,44,Femenino,0989264918
1473,R00001474,Eduardo,Sierra,1987-07-06,35,Masculino,0986395360
1474,R00001475,Marcela,Suárez,1975-06-18,47,Femenino,0988513117
1475,R00001476,Óscar,Navarro,1973-05-18,49,Masculino,0988392223
1476,R00001477,Oliva,Narváez,1973-01-19,49,Femenino,0989711376
1477,R00001478,León,Cardona,1984-11-10,38,Masculino,0989952512
1478,R00001479,Jessica,Cardozo,1977-08-19,45,Femenino,0982883687
1479,R00001480,Mauricio,Fernández,1978-07-24,44,Masculino,0989454422
1480,R00001481,Leidy,Peña,1984-04-19,38,Femenino,0986809349
1481,R00001482,Alberto,Arenas,1978-07-01,44,Masculino,0983268313
1482,R00001483,Diana,Palacios,1980-09-14,42,Femenino,0985586423
1483,R00001484,José,Flórez,1995-06-21,27,Masculino,0988803226
1484,R00001485,Lina,Orozco,1983-10-22,39,Femenino,0981252010
1485,R00001486,Valentina,Naranjo,1992-12-21,29,Femenino,0982759967
1486,R00001487,Carlos,Gallego,1974-12-29,47,Masculino,0989879963
1487,R00001488,Enrique,Córdoba,1981-12-02,41,Masculino,0983494692
1488,R00001489,Alejandro,Daza,1986-01-01,36,Masculino,0985156230
1489,R00001490,Andrés,Murillo,1978-08-07,44,Masculino,0987162469
1490,R00001491,Juan,Rentería,1979-05-31,43,Masculino,0980167012
1491,R00001492,Enrique,Pinto,1993-01-13,29,Masculino,0986651632
1492,R00001493,Mauricio,Flórez,1989-07-31,33,Masculino,0984937495
1493,R00001494,Adrián,Duarte,1982-12-19,39,Masculino,0983444144
1494,R00001495,Patricia,Ceballos,1993-10-15,29,Femenino,0989885645
1495,R00001496,Andrés,Sánchez,1985-03-04,37,Masculino,0988247257
1496,R00001497,Daniel,Jaramillo,1995-02-28,27,Masculino,0985819056
1497,R00001498,Jhonatan,Arboleda,1974-07-20,48,Masculino,0986174216
1498,R00001499,Alix,Arias,1996-06-27,26,Femenino,0984264315
1499,R00001500,Victoria,Ayala,1982-07-16,40,Femenino,0981369265
1500,R00001501,Andrey,Muñoz,1989-05-26,33,Masculino,0983641490
1501,R00001502,Jhon,Bernal,1997-05-03,25,Masculino,0981422299
1502,R00001503,Julián,Martínez,1975-07-26,47,Masculino,0981486224
1503,R00001504,María,Herrera,1993-06-30,29,Femenino,0983139667
1504,R00001505,María,López,1989-12-07,32,Femenino,0984648353
1505,R00001506,Elena,González,1987-12-06,34,Femenino,0982793744
1506,R00001507,José,Rodríguez,1986-07-30,36,Masculino,0988146510
1507,R00001508,Alexander,Ruiz,1988-05-15,34,Masculino,0982832094
1508,R00001509,Ricardo,Gutiérrez,1996-02-07,26,Masculino,0980145950
1509,R00001510,Laura,Rodríguez,1988-09-16,34,Femenino,0987665393
1510,R00001511,Germán,Hurtado,1986-11-21,36,Masculino,0981248929
1511,R00001512,Fernando,Rojas,1979-09-04,43,Masculino,0989182877
1512,R00001513,Camilo,Gutiérrez,1991-05-11,31,Masculino,0983512250
1513,R00001514,Arley,Rivera,1973-01-20,49,Masculino,0983704658
1514,R00001515,Alirio,Ojeda,1995-12-06,26,Masculino,0987393616
1515,R00001516,Luis,Bonilla,1980-06-10,42,Masculino,0987848746
1516,R00001517,Wilmer,Perdomo,1973-04-27,49,Masculino,0987296676
1517,R00001518,Andrés,Salazar,1974-02-17,48,Masculino,0980512114
1518,R00001519,David,Salcedo,1989-04-10,33,Masculino,0986561218
1519,R00001520,Johana,Vergara,1976-07-04,46,Femenino,0989106770
1520,R00001521,Angie,Leal,1983-03-12,39,Femenino,0984495769
1521,R00001522,Patricia,Peña,1980-12-31,41,Femenino,0985928734
1522,R00001523,Yesid,Ochoa,1987-10-23,35,Masculino,0988333434
1523,R00001524,Emiro,Bernal,1991-09-07,31,Masculino,0987922170
1524,R00001525,Miguel,Hernández,1974-03-05,48,Masculino,0987627195
1525,R00001526,Milena,Escobar,1994-09-15,28,Femenino,0982182510
1526,R00001527,Freddy,Ruiz,1992-08-04,30,Masculino,0987849092
1527,R00001528,Elena,Barbosa,1983-03-06,39,Femenino,0982407918
1528,R00001529,Juan,Pacheco,1986-10-01,36,Masculino,0983766423
1529,R00001530,Salvador,Uribe,1980-05-01,42,Masculino,0987706999
1530,R00001531,León,Acosta,1993-08-31,29,Masculino,0982844622
1531,R00001532,Rubén,Gamboa,1996-03-21,26,Masculino,0989953823
1532,R00001533,Fernando,Gómez,1978-08-22,44,Masculino,0981526971
1533,R00001534,Isabel,Londoño,1973-07-01,49,Femenino,0987293413
1534,R00001535,Arturo,Martínez,1997-10-27,25,Masculino,0989319861
1535,R00001536,Alberto,Jiménez,1981-06-04,41,Masculino,0989349241
1536,R00001537,Nury,Pérez,1987-04-10,35,Femenino,0983762843
1537,R00001538,Andrés,Morales,1985-07-19,37,Masculino,0986313086
1538,R00001539,Alejandra,Mosquera,1985-11-08,37,Femenino,0980484778
1539,R00001540,Mary,Osorio,1976-08-07,46,Femenino,0981818064
1540,R00001541,Claudia,Ramos,1997-10-26,25,Femenino,0981346470
1541,R00001542,Dary,Arévalo,1988-10-26,34,Femenino,0980122695
1542,R00001543,María,Daza,1973-11-29,49,Femenino,0989135194
1543,R00001544,Raúl,Ortiz,1982-09-18,40,Masculino,0988243538
1544,R00001545,Doris,García,1985-10-04,37,Femenino,0983473842
1545,R00001546,Mireya,Montoya,1996-01-25,26,Femenino,0984597148
1546,R00001547,Jhon,Gómez,1983-08-29,39,Masculino,0980405540
1547,R00001548,Mónica,Henao,1974-03-03,48,Femenino,0985416354
1548,R00001549,Carlos,Jiménez,1991-05-07,31,Masculino,0987889941
1549,R00001550,Mario,Ruiz,1984-01-09,38,Masculino,0982856791
1550,R00001551,Jhon,Sánchez,1978-10-03,44,Masculino,0984703974
1551,R00001552,Viviana,Vásquez,1983-01-09,39,Femenino,0985673383
1552,R00001553,Andrey,Vanegas,1997-11-26,25,Masculino,0989202636
1553,R00001554,Cristian,Leal,1981-04-23,41,Masculino,0988721685
1554,R00001555,Fernanda,Sánchez,1982-12-19,39,Femenino,0984656966
1555,R00001556,Luis,Velasco,1977-05-09,45,Masculino,0985147355
1556,R00001557,Luis,Moreno,1990-03-28,32,Masculino,0981565451
1557,R00001558,Mary,López,1988-02-14,34,Femenino,0980414350
1558,R00001559,Luz,Álvarez,1978-09-10,44,Femenino,0982703230
1559,R00001560,Stiven,Mendoza,1991-04-04,31,Masculino,0988961692
1560,R00001561,Armando,Reyes,1977-03-03,45,Masculino,0980635682
1561,R00001562,Rita,Lozano,1977-02-17,45,Femenino,0988994158
1562,R00001563,Oswaldo,Galvis,1975-03-02,47,Masculino,0980915556
1563,R00001564,César,Hernández,1991-05-23,31,Masculino,0985172921
1564,R00001565,Mónica,Fernández,1991-03-30,31,Femenino,0982516040
1565,R00001566,Gerardo,Rojas,1978-04-12,44,Masculino,0989629074
1566,R00001567,Marcela,Uribe,1996-10-17,26,Femenino,0985733789
1567,R00001568,Edwin,Buitrago,1980-04-24,42,Masculino,0987595549
1568,R00001569,Julián,Saavedra,1978-12-25,43,Masculino,0989707232
1569,R00001570,Álvaro,Correa,1976-11-08,46,Masculino,0983664996
1570,R00001571,Andrés,Guerra,1985-06-25,37,Masculino,0981868177
1571,R00001572,Elena,Trujillo,1976-06-28,46,Femenino,0989614634
1572,R00001573,Edith,Fernández,1977-11-21,45,Femenino,0984815623
1573,R00001574,Elsa,Chávez,1997-02-28,25,Femenino,0987975719
1574,R00001575,Nidia,Becerra,1988-10-04,34,Femenino,0988131038
1575,R00001576,Arturo,López,1983-03-29,39,Masculino,0986419821
1576,R00001577,Beatriz,Galvis,1985-06-26,37,Femenino,0983335543
1577,R00001578,Sebastián,Villa,1996-01-14,26,Masculino,0987473795
1578,R00001579,Luz,Pulido,1975-04-28,47,Femenino,0983961926
1579,R00001580,Lucía,Mesa,1979-08-06,43,Femenino,0981933713
1580,R00001581,Nicolás,Zambrano,1986-08-06,36,Masculino,0986228177
1581,R00001582,Antonio,Salazar,1982-07-14,40,Masculino,0989757227
1582,R00001583,José,Serna,1983-08-29,39,Masculino,0983596236
1583,R00001584,Javier,Londoño,1979-01-26,43,Masculino,0989993625
1584,R00001585,Tania,Hernández,1995-08-23,27,Femenino,0987881174
1585,R00001586,Astrid,Sánchez,1986-12-14,35,Femenino,0980799464
1586,R00001587,Jean,Ortiz,1990-01-22,32,Masculino,0985662999
1587,R00001588,Fabio,López,1983-01-08,39,Masculino,0981174330
1588,R00001589,Julián,Bermúdez,1979-06-07,43,Masculino,0983452356
1589,R00001590,Samuel,Cortés,1975-09-09,47,Masculino,0980525533
1590,R00001591,Mario,Rojas,1988-02-10,34,Masculino,0988861784
1591,R00001592,Isabel,Arteaga,1996-02-27,26,Femenino,0989919632
1592,R00001593,Laura,Herrera,1992-06-15,30,Femenino,0981774560
1593,R00001594,Mary,Erazo,1986-08-25,36,Femenino,0987411014
1594,R00001595,Enrique,López,1982-08-12,40,Masculino,0988444254
1595,R00001596,Óscar,Burgos,1987-09-16,35,Masculino,0987185117
1596,R00001597,Janeth,Álvarez,1990-11-08,32,Femenino,0980164816
1597,R00001598,Jesús,Estrada,1974-07-16,48,Masculino,0985487632
1598,R00001599,William,Cortés,1976-04-05,46,Masculino,0984458412
1599,R00001600,Diana,Bravo,1975-05-16,47,Femenino,0980372643
1600,R00001601,Dario,Rodríguez,1982-07-15,40,Masculino,0984394538
1601,R00001602,Ana,Zapata,1989-07-20,33,Femenino,0988581396
1602,R00001603,Andrés,Gutiérrez,1986-05-23,36,Masculino,0982698317
1603,R00001604,Junior,López,1994-10-17,28,Masculino,0984942029
1604,R00001605,Luz,Cuéllar,1983-09-26,39,Femenino,0985154828
1605,R00001606,Héctor,Gómez,1996-05-31,26,Masculino,0986197318
1606,R00001607,Didier,Martínez,1988-03-12,34,Masculino,0980848793
1607,R00001608,Felipe,Ríos,1996-07-08,26,Masculino,0987697425
1608,R00001609,Beatriz,Guevara,1979-09-16,43,Femenino,0983855678
1609,R00001610,Karina,Silva,1982-06-21,40,Femenino,0986776268
1610,R00001611,Fabio,Mejía,1980-07-26,42,Masculino,0980279486
1611,R00001612,César,Caicedo,1990-06-21,32,Masculino,0986881530
1612,R00001613,Flor,Orozco,1996-05-28,26,Femenino,0981168590
1613,R00001614,Paola,Orozco,1996-02-06,26,Femenino,0984783624
1614,R00001615,Ximena,Gallego,1985-12-05,37,Femenino,0989391536
1615,R00001616,Gloria,Arias,1975-02-06,47,Femenino,0984272683
1616,R00001617,Lady,Martínez,1988-10-03,34,Femenino,0984417871
1617,R00001618,Antonio,Murillo,1992-07-27,30,Masculino,0983987441
1618,R00001619,José,Riascos,1975-02-26,47,Masculino,0988847468
1619,R00001620,Dora,Pérez,1994-04-29,28,Femenino,0985966463
1620,R00001621,Jesús,Medina,1985-05-28,37,Masculino,0984972233
1621,R00001622,Yuly,González,1992-07-05,30,Femenino,0982764748
1622,R00001623,Óscar,Restrepo,1976-05-01,46,Masculino,0988729451
1623,R00001624,Francisco,Rosero,1994-10-08,28,Masculino,0983746462
1624,R00001625,Edgar,Patiño,1983-07-10,39,Masculino,0985429370
1625,R00001626,Alberto,Mercado,1995-02-21,27,Masculino,0989352743
1626,R00001627,Marina,Duarte,1976-07-22,46,Femenino,0984389989
1627,R00001628,Antonio,Hurtado,1973-09-12,49,Masculino,0984258456
1628,R00001629,Milena,Ortiz,1994-10-15,28,Femenino,0988366873
1629,R00001630,Luis,Martínez,1991-11-11,31,Masculino,0983984739
1630,R00001631,Humberto,Gómez,1983-09-18,39,Masculino,0982822856
1631,R00001632,Augusto,Vargas,1988-04-03,34,Masculino,0986532446
1632,R00001633,Andrés,Jaimes,1991-07-24,31,Masculino,0985659247
1633,R00001634,Ernesto,Romero,1984-05-13,38,Masculino,0980812916
1634,R00001635,Nidia,Montoya,1978-11-11,44,Femenino,0986637293
1635,R00001636,Yeison,Restrepo,1995-02-12,27,Masculino,0987977868
1636,R00001637,Ferney,Salgado,1993-10-15,29,Masculino,0986711121
1637,R00001638,Andrés,Murcia,1993-11-24,29,Masculino,0987308838
1638,R00001639,Enrique,Ocampo,1981-11-25,41,Masculino,0982329076
1639,R00001640,Elsy,Becerra,1982-07-14,40,Femenino,0984773648
1640,R00001641,Olga,Méndez,1992-10-27,30,Femenino,0981671653
1641,R00001642,Ángel,Pérez,1986-02-04,36,Masculino,0982185778
1642,R00001643,Luz,Angarita,1993-04-21,29,Femenino,0987272521
1643,R00001644,Flor,Rincón,1981-06-16,41,Femenino,0989173988
1644,R00001645,Hernán,Silva,1988-08-27,34,Masculino,0985523998
1645,R00001646,Luis,Cruz,1988-11-23,34,Masculino,0989522796
1646,R00001647,Milton,Silva,1980-01-19,42,Masculino,0988818812
1647,R00001648,Wilmar,Barrios,1983-06-04,39,Masculino,0985508430
1648,R00001649,Pedro,Arroyo,1973-02-16,49,Masculino,0989636637
1649,R00001650,Yulieth,Torres,1989-01-27,33,Femenino,0986682642
1650,R00001651,Ruth,Hernández,1997-07-08,25,Femenino,0981638738
1651,R00001652,Martha,Camacho,1982-04-14,40,Femenino,0981116695
1652,R00001653,Natalia,González,1987-12-08,34,Femenino,0989719428
1653,R00001654,Ana,Pérez,1978-03-28,44,Femenino,0988571677
1654,R00001655,Fernando,Orozco,1995-04-12,27,Masculino,0980669728
1655,R00001656,Diego,Duarte,1979-05-24,43,Masculino,0981907130
1656,R00001657,Manuel,Beltrán,1989-05-21,33,Masculino,0986101472
1657,R00001658,Mario,Sarmiento,1990-08-13,32,Masculino,0986639723
1658,R00001659,Adolfo,Velásquez,1980-03-09,42,Masculino,0983781855
1659,R00001660,Astrid,López,1988-03-10,34,Femenino,0989387542
1660,R00001661,David,López,1990-03-05,32,Masculino,0989954319
1661,R00001662,Fabián,Valencia,1973-04-12,49,Masculino,0985656936
1662,R00001663,Nancy,Solano,1993-03-25,29,Femenino,0987934355
1663,R00001664,Alberto,Melo,1977-05-16,45,Masculino,0983368330
1664,R00001665,Anderson,Toro,1996-06-17,26,Masculino,0982229897
1665,R00001666,Sandra,Zuluaga,1983-08-18,39,Femenino,0984269431
1666,R00001667,Karol,Santos,1983-11-01,39,Femenino,0984732641
1667,R00001668,Vicente,Duarte,1978-11-25,44,Masculino,0983531478
